SURID	NEWS	BEAUTY	MUSIC	FITNESS	RELIGION	SCIENCE	LITERARY	SPORTS	EARLY	MORNING	DAYTIME	PRIME	EVENING	LATE	COMEDY	SOAPS	GENERAL	LEGAL	MEDICAL	MOVIES	VARIETY	NEWSSHOW	KIDS	INFO	ACTION	GAME	MVIDEO	MYSTERY	SPORT	TALK	WEIGHT	THIGHS	BUTTOCKS	HIPS	STOMACH	LEGS	WAIST	TONE	EARS	LIPS	WRISTS	HANDS	FOREHEAD	NECK	CHIN	FEET	BUST	MACS1	MACS2	MACS3	MACS4	MACS5	MACS6	MACS7	MACS8	MACS9	MACS10	MACS11	MACS12	MACS13	MACS14	MACS15	MACS16	MACS17	MACS18	MACS19	MACS20	MACS21	MACS22	MACS23	MACS24	MACS25	MACS26	MACS27	MACS28	MACS29	MACS30	MACS31	MACS32	MACS33	DIET1	DIET2	DIET3	DIET4	DIET5	DIET6	DIET7	DIET8	DIET9	DIET10	DIET11	DIET12	DIET13	DIET14	DIET15	DIET16	DIET17	DIET18	ASSESS	AGE	CLASS	ANXIETY	GOODDIET	TOTMAC	APPROVE	CONTROL	RIGID	TOTTV
62	2	6	6	2	4	1	1	5	0	0	2	1	0	0	2	0	2	0	0	2	0	1	0	1	0	1	0	1	0	2	2	4	3	4	1	4	1	1	0	0	0	0	0	0	0	0	1	1	2	1	5	2	3	2	2	4	4	3	4	4	2	2	2	2	3	4	2	4	3	4	1	1	4	5	4	4	3	2	2	2	3	2	2	0	3	0	4	0	2	3	2	4	2	0	1	1	0	2	4	4	3	21	21	93	19	23	51	3
63	4	5	5	5	0	1	2	3	0	0	0	1	1	0	1	3	1	0	1	2	0	0	3	0	0	0	1	0	0	1	3	2	1	3	3	2	2	3	0	2	0	0	0	2	2	3	2	4	5	2	5	1	1	1	1	2	3	1	4	2	4	4	1	1	1	1	1	3	1	1	4	1	5	2	2	1	2	1	5	2	0	1	3	0	3	4	2	0	0	2	2	3	2	0	2	2	3	3	6	2	2	30	16	75	10	24	41	2
64	4	5	3	3	0	0	0	1	0	0	0	1	0	0	3	0	1	0	0	1	0	0	0	0	0	2	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	2	1	2	1	2	1	1	1	2	4	3	1	4	2	1	1	4	1	2	1	1	1	1	1	2	1	4	2	2	2	2	2	1	1	4	1	2	0	3	1	3	0	2	1	3	4	2	0	2	1	2	2	2	3	3	10	22	58	10	15	33	1
65	3	4	2	3	3	1	1	5	0	0	0	1	1	1	2	0	1	2	1	3	0	2	0	0	1	1	2	0	3	0	1	2	1	3	1	2	0	0	0	0	0	1	0	0	0	1	1	2	1	1	2	1	2	1	1	1	3	1	2	1	2	3	1	1	1	4	2	4	1	2	1	1	1	1	1	2	3	1	2	1	3	4	2	1	3	1	4	0	4	3	3	1	0	0	2	0	0	4	3	2	2	13	29	54	7	15	32	3
66	5	6	6	6	0	2	3	5	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	3	4	4	4	4	4	4	3	3	4	1	1	1	1	2	1	2	3	5	3	4	3	4	4	3	2	3	4	5	5	3	3	2	4	2	2	2	3	1	2	2	2	5	4	2	3	2	3	4	1	3	4	1	0	2	1	4	0	4	2	2	1	0	0	2	0	1	4	4	4	3	46	26	100	19	23	58	2
67	0	4	1	3	5	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	2	1	1	3	1	1	1	1	1	3	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	4	3	0	4	0	4	0	4	0	4	0	0	0	2	0	0	4	2	3	3	5	31	44	7	12	25	1
68	0	5	5	5	4	0	0	5	0	0	2	1	2	1	3	1	1	0	0	0	1	1	0	0	0	1	2	0	1	2	4	3	3	3	2	2	4	2	0	0	0	0	0	0	0	1	4	4	5	2	5	4	5	2	2	5	4	2	4	2	1	4	2	1	4	3	1	5	3	2	1	3	5	2	1	3	1	1	5	4	4	3	3	0	3	2	1	0	1	4	4	2	2	0	2	1	2	4	5	4	4	28	25	98	14	27	57	6
69	2	5	4	6	2	2	4	6	0	0	0	0	1	1	1	0	0	1	2	1	1	1	0	1	0	1	2	1	2	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	5	1	1	3	1	1	5	1	2	1	2	3	1	1	2	3	1	3	1	1	4	3	0	3	2	3	0	2	1	2	1	0	0	4	3	2	4	2	5	4	8	26	55	8	16	31	2
70	4	1	0	2	5	2	1	2	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	2	3	0	1	2	2	1	1	0	0	0	2	0	0	0	0	0	2	4	3	4	2	4	2	1	1	4	1	2	3	2	4	1	1	2	3	3	4	1	3	1	1	5	2	2	2	1	1	4	3	1	4	3	1	4	2	3	0	3	0	3	2	0	0	3	0	3	3	3	3	3	14	27	79	11	23	45	1
71	2	3	3	3	0	1	2	4	0	0	3	1	3	1	7	0	3	0	1	4	2	1	0	0	0	2	3	0	1	5	1	3	1	4	3	3	3	2	0	0	0	0	1	0	0	0	2	5	4	2	2	1	3	4	4	5	5	5	4	1	2	1	2	1	1	3	2	1	3	1	5	3	1	2	2	1	2	1	4	3	0	3	0	0	1	1	2	0	2	4	3	1	0	0	0	0	0	4	4	4	4	23	15	86	18	14	54	8
72	3	4	4	4	0	0	0	3	0	0	0	3	3	1	4	3	2	2	2	2	1	1	0	0	0	1	3	0	1	4	2	3	3	2	4	3	4	2	0	1	1	1	1	1	1	2	0	2	2	3	3	4	2	3	1	3	4	3	2	3	2	2	4	2	2	4	3	3	2	2	2	3	4	2	1	2	2	1	3	3	1	2	2	0	3	2	2	2	3	3	4	4	2	0	1	1	0	4	4	4	3	31	22	84	15	18	51	7
73	4	5	5	0	0	2	2	2	0	0	1	0	0	1	3	1	1	1	0	1	1	2	0	0	0	1	1	0	1	1	2	0	3	1	4	0	4	3	0	0	0	0	0	0	0	4	1	1	5	1	4	4	2	2	1	1	2	1	4	1	1	5	2	1	5	1	1	4	1	2	4	1	2	4	1	1	2	1	5	1	1	1	0	0	4	1	1	0	2	2	4	4	1	0	0	1	0	2	3	4	4	22	15	74	10	21	43	2
74	5	5	5	4	3	2	5	2	1	0	1	2	2	1	2	2	0	1	1	2	1	1	0	1	1	1	1	1	1	3	4	4	4	4	3	3	3	2	0	1	2	2	0	2	1	1	4	2	4	4	5	3	2	4	2	5	5	5	5	3	4	5	3	5	2	2	2	4	4	2	3	2	4	4	2	1	4	3	5	3	2	4	2	0	3	3	3	0	4	1	3	1	0	0	2	1	3	2	6	5	4	40	25	113	24	28	61	7
75	3	4	3	0	0	5	4	1	0	0	1	0	2	3	4	0	3	1	1	2	3	2	4	4	0	4	4	0	2	1	2	3	1	2	2	3	1	2	0	0	0	0	0	2	1	4	2	1	1	1	3	1	1	1	1	4	1	2	1	1	1	1	1	3	1	3	1	1	1	3	4	3	1	1	1	2	2	4	4	2	0	0	0	0	1	0	3	0	2	0	1	4	4	0	4	0	0	1	1	4	3	25	12	59	13	8	38	6
76	1	4	4	2	0	2	3	1	0	0	0	0	1	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	2	1	0	0	0	0	0	0	0	0	0	2	1	1	4	1	1	1	1	1	4	1	2	1	1	4	1	1	1	1	1	2	1	4	1	1	1	4	1	4	1	1	1	1	4	4	3	0	3	1	4	0	4	2	4	0	0	0	3	0	0	4	4	4	4	14	33	54	10	17	27	2
77	2	3	1	1	5	5	1	3	0	0	2	0	1	0	1	0	0	0	1	2	0	2	1	2	0	1	0	0	2	2	3	3	2	3	2	2	3	2	0	0	0	0	0	0	0	0	1	4	2	2	5	4	2	2	3	1	4	2	2	1	3	4	2	1	3	4	2	5	1	2	1	1	1	2	1	3	4	1	2	1	3	2	1	0	3	2	3	0	2	1	2	2	0	0	1	1	1	3	4	4	4	21	20	78	10	21	47	3
78	4	6	2	5	6	4	3	5	1	2	0	2	3	1	4	3	5	6	4	3	5	3	5	4	2	3	5	4	2	4	0	1	2	1	2	3	2	4	2	NA	1	0	2	3	4	2	1	2	3	5	3	2	5	3	3	2	4	NA	2	4	2	2	3	2	2	2	4	3	2	3	4	1	5	3	4	2	2	3	3	3	2	2	2	2	3	3	1	2	2	3	2	3	2	1	3	2	2	3	4	4	4	30	20	93	18	19	56	9
79	5	6	6	5	0	0	1	3	0	1	1	1	2	1	3	0	0	3	1	2	4	1	0	1	0	1	5	1	0	0	3	4	3	3	3	1	3	3	0	0	0	0	0	0	0	0	0	3	4	3	5	4	4	2	3	4	5	3	4	2	3	4	2	4	4	2	2	2	2	2	2	1	3	3	1	2	2	4	3	2	1	4	1	3	1	2	3	3	0	0	3	0	1	0	0	2	1	3	4	3	3	23	16	96	17	23	56	6
80	4	6	6	6	0	3	2	3	0	0	0	0	2	0	1	0	1	1	1	2	0	2	0	2	1	1	1	1	1	1	4	4	4	4	2	4	2	2	2	2	1	1	2	0	0	0	2	5	5	4	5	5	1	4	4	4	5	1	5	1	4	5	2	1	1	5	1	5	1	5	4	1	5	5	NA	1	4	1	4	1	4	4	2	0	2	4	3	4	2	0	4	0	0	0	2	4	2	3	5	4	4	36	26	105	13	30	62	2
81	2	3	1	4	5	0	1	1	0	0	1	1	3	0	3	0	0	0	2	4	0	2	1	0	0	1	1	1	0	2	3	3	1	1	1	1	2	3	0	0	1	0	0	0	0	2	0	4	5	4	5	4	NA	1	2	1	5	4	4	2	4	2	1	1	3	2	1	5	1	4	3	1	2	1	1	4	4	1	5	4	3	4	1	0	4	3	4	0	4	0	2	2	0	0	3	2	0	3	4	4	4	18	28	91	13	23	55	5
82	6	6	5	4	4	2	1	2	1	1	1	0	0	0	1	1	1	0	1	2	0	1	0	0	0	1	2	0	2	1	0	0	1	2	3	3	3	3	0	0	1	1	0	0	0	2	4	1	1	1	5	1	1	1	1	1	3	1	3	1	1	2	1	1	5	5	3	1	1	1	1	4	1	2	2	1	1	3	3	1	2	1	2	0	1	0	2	0	2	0	3	3	1	0	2	0	0	3	2	3	3	23	18	61	14	15	32	3
83	5	5	6	4	6	2	2	3	0	0	1	2	1	0	5	1	0	0	2	2	2	2	0	1	1	1	1	0	1	4	4	4	4	4	2	NA	2	1	0	0	0	1	1	1	2	0	4	2	2	2	4	1	4	4	22	4	5	4	2	5	1	4	1	2	1	1	1	5	1	4	2	1	1	4	2	2	1	4	4	1	4	4	3	0	4	3	4	2	4	2	2	1	0	0	3	0	2	4	6	4	4	30	32	104	18	21	65	4
84	4	4	4	1	3	0	2	0	0	0	0	1	NA	1	2	0	0	0	1	0	1	1	0	2	0	0	1	0	0	0	3	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0	1	1	4	1	2	1	4	1	1	2	5	5	4	2	1	2	2	4	2	1	1	1	1	1	3	1	4	4	4	1	1	2	1	1	1	4	1	0	1	1	3	0	4	2	2	0	0	0	2	0	4	3	3	4	4	13	21	71	18	18	35	2
85	4	6	6	0	2	0	0	5	0	0	1	2	2	0	6	1	2	1	0	5	1	0	0	0	1	4	7	4	3	2	4	4	3	4	2	2	2	1	0	0	0	0	0	0	1	0	1	2	3	4	3	1	4	3	1	3	5	3	5	1	1	4	1	1	2	3	1	4	1	2	5	3	5	3	1	2	2	3	1	1	3	0	1	0	2	2	1	0	4	4	3	4	2	0	1	2	0	4	2	2	2	24	19	84	18	26	40	5
86	5	2	5	3	3	0	2	1	1	0	1	2	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	0	1	2	2	2	2	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	4	1	1	4	1	1	1	1	5	1	5	1	5	1	1	1	1	1	1	4	4	3	0	1	1	4	0	3	2	1	0	0	0	2	1	1	4	5	3	3	12	26	55	15	11	29	5
87	4	5	4	4	4	5	4	4	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	2	2	2	1	1	1	1	0	0	0	0	0	0	1	1	1	1	3	3	3	1	1	3	1	1	3	1	1	1	1	5	1	1	5	1	1	1	1	3	1	3	1	3	1	1	3	1	4	1	3	3	2	0	3	2	4	0	3	1	2	2	0	0	3	2	2	3	4	4	4	13	26	62	13	14	35	3
88	5	6	6	5	3	3	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	4	4	4	3	4	3	3	0	0	0	1	0	0	1	0	4	2	4	2	2	3	1	3	4	4	4	4	4	3	4	2	3	2	4	2	2	4	2	2	2	2	5	4	4	2	2	3	4	3	1	3	3	1	4	2	4	1	3	2	1	2	1	1	2	1	1	3	4	2	2	34	24	98	21	21	56	1
89	4	4	3	2	5	1	1	4	0	0	1	1	2	0	3	0	0	0	2	1	1	3	0	0	2	4	1	1	2	2	1	3	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	2	0	0	0	0	0	4	4	4	0	0	0	2	0	0	0	2	4	4	8	16	99	21	18	60	4
90	1	2	2	2	1	2	1	2	0	0	1	1	1	0	1	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	2	1	0	1	3	2	3	3	0	0	0	0	0	0	0	1	1	2	2	3	4	1	4	2	2	1	4	3	2	1	2	2	3	2	2	2	2	4	2	2	3	2	2	3	2	2	2	2	3	2	2	4	2	0	2	1	4	0	3	0	4	1	0	0	2	1	0	4	4	3	3	17	27	77	17	18	42	3
91	5	5	3	0	2	0	0	2	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	1	2	2	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	5	2	1	5	1	1	1	1	5	1	3	3	3	3	3	3	3	3	3	0	0	0	0	4	2	2	0	0	4	2	4	3	0	2	0	0	2	2	4	4	11	12	66	15	12	39	2
92	3	3	3	3	1	1	1	3	0	1	2	3	3	1	3	2	4	1	3	6	4	1	0	0	4	1	4	6	4	3	1	3	2	1	0	2	0	0	0	0	1	0	0	2	0	0	0	2	2	3	1	2	3	2	1	1	2	1	2	3	1	4	3	1	4	3	2	3	1	2	1	4	2	2	1	3	1	1	2	2	2	1	1	0	3	1	1	0	4	0	4	1	2	0	1	1	0	2	3	2	2	12	19	68	13	14	41	10
93	1	3	5	1	1	2	1	2	1	0	2	NA	3	1	3	7	1	1	0	2	1	0	0	1	0	1	3	1	0	1	1	0	0	1	1	1	2	2	0	0	0	2	2	0	1	2	0	2	1	1	4	1	1	3	2	3	3	2	4	1	2	1	3	1	3	3	2	3	1	2	3	3	2	2	1	2	1	1	2	2	2	1	1	0	3	1	2	0	4	0	4	1	1	0	1	1	1	2	3	2	2	15	20	68	11	17	40	7
94	1	4	2	1	4	0	0	2	0	1	2	2	3	2	3	1	1	0	2	2	1	1	0	0	1	1	2	1	2	2	2	3	1	1	3	0	2	3	0	0	0	2	0	0	0	1	0	4	5	4	2	2	2	2	2	3	4	4	4	1	1	4	2	1	4	4	2	2	2	2	4	2	4	4	2	3	2	2	4	1	2	1	1	0	2	1	3	0	NA	3	2	4	1	0	2	1	0	3	4	2	2	18	16	91	20	20	51	10
95	2	3	2	1	4	0	0	1	0	0	1	1	2	0	3	0	1	2	2	3	0	1	3	1	2	0	1	1	0	1	3	2	1	1	4	1	4	3	0	0	0	1	1	0	1	0	3	2	4	3	4	4	4	1	4	3	4	4	4	3	2	3	4	1	5	4	2	2	1	2	4	4	3	5	2	4	3	2	4	3	3	2	1	0	2	3	1	0	3	1	3	4	1	0	2	1	3	3	6	2	2	25	20	104	21	20	63	4
96	2	5	6	5	4	0	0	6	0	0	0	3	1	0	1	0	1	0	2	3	0	1	0	1	0	0	2	0	2	2	4	3	2	4	4	4	4	0	0	0	0	0	0	2	2	4	2	1	5	1	5	5	5	5	5	5	1	3	4	3	NA	5	5	5	1	5	3	5	1	5	1	1	5	5	1	1	5	1	1	5	1	2	0	0	1	0	0	1	1	4	4	4	2	1	0	0	0	1	6	2	2	35	10	109	13	25	71	4
97	2	5	4	3	3	1	1	2	0	1	1	2	2	1	3	0	2	1	2	2	1	2	0	0	1	2	3	0	1	1	2	3	3	4	1	2	2	2	0	3	0	1	0	0	1	1	2	2	3	1	4	4	4	2	4	4	2	4	4	4	2	4	2	1	3	2	1	3	1	3	4	2	4	2	2	2	1	4	4	3	2	2	3	0	3	3	4	0	2	2	2	4	1	0	2	0	3	4	4	2	2	27	24	92	16	21	55	7
98	2	2	2	1	4	0	0	2	0	0	0	2	1	0	2	0	2	2	0	2	0	0	0	1	1	1	1	0	1	1	2	0	1	2	2	0	2	0	0	0	1	1	0	0	0	0	2	3	5	1	5	2	1	5	2	1	5	3	3	1	2	1	1	1	5	3	2	1	1	3	1	1	2	1	1	2	1	1	1	3	1	3	2	0	3	2	1	0	3	3	4	2	1	0	4	2	2	3	5	2	2	13	24	71	9	17	45	3
99	4	6	6	5	2	4	2	4	0	0	1	1	1	1	1	0	0	1	1	0	0	2	0	2	0	1	1	0	1	2	2	2	3	2	4	2	4	3	1	3	3	4	1	1	1	3	4	5	5	3	5	5	5	5	5	4	5	4	5	4	3	5	4	3	2	5	5	5	4	5	5	1	5	5	2	5	5	5	4	5	3	1	1	0	2	4	4	0	3	3	2	4	4	3	4	3	3	2	5	3	2	43	22	143	24	30	89	4
100	3	4	5	3	0	0	2	4	0	0	1	1	1	0	1	0	1	1	1	2	1	1	0	1	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	4	1	1	1	3	1	1	1	1	1	2	1	5	1	2	1	2	2	1	3	4	3	0	NA	1	3	0	4	2	2	2	1	0	2	0	0	4	2	2	2	7	25	47	13	10	24	3
101	4	5	4	4	0	2	4	1	0	0	0	0	2	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	2	3	2	1	4	2	4	1	0	0	0	0	0	0	1	0	1	2	4	4	4	3	2	4	2	2	4	4	5	1	2	2	2	1	2	1	3	2	1	2	2	1	2	3	3	2	2	2	2	1	3	4	0	0	1	3	1	3	2	3	3	2	1	0	3	0	1	1	3	3	3	21	18	79	18	19	42	2
102	4	6	4	5	2	2	2	2	0	0	1	0	1	1	1	0	1	0	0	2	0	0	0	0	0	0	1	1	0	1	1	1	1	1	2	1	1	2	1	0	0	0	0	0	0	1	1	3	4	1	1	1	2	3	2	3	1	1	3	2	2	5	1	1	2	3	4	5	1	1	1	1	1	2	1	2	1	1	1	3	1	4	1	0	2	1	2	0	2	0	4	0	0	0	2	1	1	4	2	4	3	13	22	66	8	16	42	3
103	1	4	4	4	0	0	2	1	0	0	0	2	0	0	2	0	2	1	0	1	0	0	1	0	0	1	1	0	0	2	2	3	4	2	3	1	2	1	0	0	0	0	0	0	0	0	0	2	4	1	2	1	2	2	2	1	1	2	2	1	1	4	1	1	2	2	1	4	2	2	2	2	5	2	1	4	1	2	4	2	3	4	2	0	2	3	4	0	4	1	4	0	0	0	2	1	0	3	3	2	2	18	28	68	12	18	38	2
104	5	4	1	6	1	0	5	6	1	0	0	0	1	0	3	0	1	1	0	2	0	1	0	0	0	3	NA	0	1	1	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	3	2	1	2	2	1	1	1	3	1	1	1	1	2	1	1	5	1	1	1	1	1	1	1	1	3	4	1	1	1	1	1	1	1	1	4	3	3	0	3	1	4	0	4	0	4	1	0	0	3	0	0	4	2	3	3	10	32	47	11	11	25	2
105	2	5	4	4	0	1	2	3	0	0	1	1	1	1	1	1	0	1	0	2	1	1	1	0	0	2	2	1	1	1	3	4	4	2	2	2	1	1	0	0	0	2	0	0	2	1	3	3	4	4	2	1	4	2	2	3	5	2	3	2	2	4	1	1	4	1	1	3	1	5	2	3	3	5	5	1	2	2	5	3	2	3	2	0	3	2	3	0	2	1	3	1	0	0	2	0	0	3	4	2	2	27	23	91	22	20	49	4
106	2	4	1	4	4	1	1	1	0	0	0	1	0	0	1	1	1	1	1	2	1	0	0	0	0	2	2	0	2	4	1	2	2	2	3	3	3	4	0	4	0	4	3	4	4	4	4	2	5	1	3	3	1	2	1	5	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	5	2	5	5	1	2	1	1	5	3	4	2	0	3	0	1	0	2	3	0	0	0	0	1	0	1	3	3	3	2	47	19	69	19	13	37	1
107	3	5	5	1	4	0	0	0	0	0	0	1	2	0	3	0	2	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	3	2	1	3	2	3	0	0	0	0	0	0	2	3	3	2	4	1	1	1	4	4	4	1	1	4	4	2	5	2	2	4	2	5	2	5	1	1	4	2	4	1	1	1	4	1	4	2	3	4	3	0	4	2	3	1	3	0	4	1	0	0	2	1	3	3	3	4	3	24	29	86	11	17	58	3
108	5	5	5	5	2	5	4	4	0	0	1	0	0	2	1	0	0	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	2	0	1	1	0	0	0	0	2	0	0	1	2	1	1	1	5	4	2	2	1	1	4	1	1	1	1	2	1	1	2	1	1	2	2	1	3	1	4	1	1	3	1	1	1	1	3	1	1	0	1	2	4	0	3	2	2	3	2	0	2	1	3	1	2	4	3	11	18	56	8	18	30	3
109	5	2	2	3	2	0	0	2	0	0	1	1	2	0	1	0	0	1	0	2	0	1	0	1	1	1	1	0	1	1	3	3	1	2	2	3	2	2	0	0	0	1	1	1	2	1	2	4	4	1	4	4	1	2	2	2	5	4	4	1	2	4	1	1	1	2	2	2	1	2	4	1	4	4	1	2	2	2	2	2	2	4	2	0	3	1	1	0	3	4	2	1	1	0	2	1	2	3	6	4	4	26	22	80	14	23	43	4
110	1	4	2	2	0	0	0	3	0	0	0	1	0	3	1	1	1	2	0	1	0	0	1	0	0	2	3	0	1	1	2	3	2	3	4	4	4	2	0	0	0	0	0	0	0	2	3	1	2	1	1	1	1	1	1	1	1	1	1	1	4	2	1	4	1	1	1	1	1	2	1	3	1	2	1	1	2	1	1	1	4	4	3	0	4	0	4	0	1	0	2	0	0	0	1	0	0	4	2	3	3	29	27	46	10	7	29	4
111	1	4	3	2	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	2	1	1	0	1	0	2	2	0	0	2	2	1	2	1	2	1	2	1	0	0	0	0	0	0	0	0	2	1	1	2	2	2	2	2	1	1	1	1	1	1	3	2	1	4	1	1	1	1	1	2	1	3	1	2	2	1	1	1	1	1	4	4	3	0	4	0	4	0	4	0	3	0	0	0	2	0	0	4	2	3	3	14	32	49	12	8	29	3
112	5	5	5	3	1	1	3	2	0	0	0	0	1	1	4	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	4	0	3	3	0	0	0	0	0	0	0	0	3	2	2	1	1	1	3	2	2	1	2	1	2	1	2	1	2	1	1	3	1	3	1	1	1	1	1	3	3	2	1	3	4	1	2	4	1	0	1	1	1	0	2	3	4	1	0	0	1	1	1	2	2	2	2	14	18	57	13	10	34	2
113	5	5	3	2	3	0	0	1	0	0	1	1	0	2	1	0	1	0	0	0	1	1	0	0	0	2	6	0	1	3	1	1	0	1	2	1	2	0	0	0	0	0	0	0	0	0	2	1	NA	2	1	1	2	1	1	1	1	2	1	1	2	4	1	1	2	1	1	2	1	2	1	5	3	4	1	2	1	1	1	1	3	4	2	0	2	0	4	0	2	0	2	0	0	0	2	1	1	4	4	4	4	10	25	52	16	12	24	4
114	4	5	4	5	0	0	0	5	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	4	0	1	1	4	4	4	4	4	4	4	3	0	1	1	3	1	1	3	4	2	4	4	2	5	4	5	4	4	5	5	4	5	4	4	4	3	1	2	4	2	5	2	4	2	2	5	5	2	3	2	1	4	3	2	3	1	2	3	2	4	2	1	1	3	2	0	0	2	2	1	3	6	4	4	47	22	115	18	29	68	2
115	0	2	6	2	3	2	0	1	0	0	0	1	3	1	2	0	0	0	0	0	0	0	0	0	0	1	1	6	0	2	1	2	0	0	3	1	3	3	0	1	0	1	0	0	0	2	3	1	3	1	4	1	2	1	1	3	4	1	3	1	1	2	1	2	2	1	1	4	1	2	3	1	1	5	4	4	1	5	1	1	3	4	2	0	4	2	3	0	4	0	4	0	0	0	2	0	0	4	2	3	3	20	30	69	18	18	33	5
116	2	2	1	3	4	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	4	4	4	4	2	4	2	3	0	0	0	1	0	2	4	0	2	4	5	1	5	4	5	5	4	4	5	4	4	4	5	4	5	5	2	4	2	5	2	3	4	2	5	2	1	4	1	1	5	5	1	1	3	3	4	2	1	4	4	1	4	4	0	0	4	4	2	1	6	4	4	36	23	121	13	28	80	1
117	0	3	4	0	2	0	0	1	0	0	0	1	2	NA	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	2	0	0	1	1	0	0	0	1	3	2	2	1	4	2	4	1	1	1	4	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	4	1	3	1	1	2	1	4	2	2	0	2	1	4	0	3	0	3	3	1	0	2	0	0	3	1	3	3	12	25	56	13	14	29	3
118	5	5	4	2	4	2	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	2	2	2	2	3	2	2	3	2	1	1	2	1	0	0	3	2	1	4	1	1	1	1	2	1	4	4	4	5	1	2	2	1	2	1	1	3	4	1	3	2	3	2	2	2	2	2	2	2	1	3	4	4	0	4	1	4	0	4	1	3	1	1	0	2	0	0	4	2	3	3	30	32	70	15	18	37	2
119	4	5	5	5	4	3	3	3	0	1	3	0	0	0	2	2	2	0	0	3	0	2	0	0	0	0	2	0	0	2	1	2	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	5	5	2	1	2	1	1	1	1	2	1	3	3	2	NA	4	2	1	2	2	1	2	2	2	1	1	2	5	3	0	3	0	3	2	3	0	4	1	4	3	2	0	2	2	2	1	3	4	4	8	23	62	11	11	40	4
120	6	6	5	5	3	2	3	3	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	3	2	1	2	4	2	4	3	0	0	1	1	0	0	3	1	3	2	2	4	5	4	2	2	2	1	4	2	2	1	2	2	2	1	2	2	2	2	3	2	2	3	2	2	1	1	2	1	3	2	3	4	2	0	3	2	4	2	2	1	1	0	0	0	3	2	2	2	6	4	4	30	24	72	16	17	39	1
121	5	6	4	4	5	2	1	5	0	0	1	1	1	1	2	0	1	0	1	1	1	2	0	0	0	1	1	0	1	1	2	1	2	3	2	2	1	2	0	0	0	0	0	0	0	0	3	2	4	4	5	2	4	5	4	2	5	2	4	2	1	4	2	1	3	1	1	4	2	4	2	1	4	2	1	2	2	2	4	4	2	2	1	0	3	4	1	1	2	2	4	2	1	0	3	2	3	2	4	4	4	18	20	92	14	26	52	4
122	3	2	1	2	0	1	2	2	0	0	0	1	1	1	1	0	0	1	0	2	1	0	0	0	0	0	1	1	0	1	4	4	4	4	4	4	4	4	1	1	3	3	1	2	4	2	2	4	5	3	5	5	5	5	5	4	5	4	5	5	3	5	4	1	4	5	2	2	3	4	4	3	3	1	3	5	5	4	5	5	3	0	2	0	2	4	1	0	1	4	4	4	4	2	3	2	3	1	6	3	3	51	17	131	21	25	85	3
